IP,Time,Processor Time,Page Faults,Cache Faults,Available Bytes,Committed Bytes,Response Time
mahananda,08:59:11,23.784744,6383.7837,176.33437,1.04071578E9,4.5456916E9,1722583200
DESKTOP-Q00J1OI,08:59:16,31.114544,3460.0361,175.34843,7.2876851E8,6.4934748E9,1264942000
URMILA-PC,08:59:21,2.757164,19660.385,7070.263,4.06628762E9,5.3752463E9,14947669400
mahananda,08:59:21,9.164339,2328.41,0.599333,1.05165619E9,4.5476168E9,4850922900
DESKTOP-Q00J1OI,08:59:26,30.163185,5773.607,35.197605,7.4964173E8,6.4797573E9,46458306500
URMILA-PC,08:59:31,10.790552,134530.58,63801.6,4.07878451E9,5.3754675E9,5902082000
DESKTOP-Q00J1OI,08:59:57,31.55506,3684.2969,22.166891,7.0160794E8,6.5198694E9,7784040300
DESKTOP-Q00J1OI,08:59:57,31.55506,3684.2969,22.166891,7.0160794E8,6.5198694E9,19338954500
DESKTOP-Q00J1OI,08:59:57,31.55506,3684.2969,22.166891,7.0160794E8,6.5198694E9,25134066800
mahananda,09:00:02,13.025551,2084.5938,1.198157,1.07762893E9,4.5105807E9,20140391200
URMILA-PC,09:00:01,3.192707,8908.917,301.78717,4.08305254E9,5.3935718E9,20437759900
URMILA-PC,09:00:01,3.192707,8908.917,301.78717,4.08305254E9,5.3935718E9,1994962100
mahananda,09:00:02,13.025551,2084.5938,1.198157,1.07762893E9,4.5105807E9,6692617200
URMILA-PC,09:00:31,6.400811,6297.0283,367.11014,4.05412659E9,5.4153503E9,57322906100
mahananda,09:00:32,5.702835,369.4814,1.398794,1.0975273E9,4.4685148E9,58549271300
DESKTOP-Q00J1OI,09:00:38,25.747076,6263.7783,126.20212,6.8690739E8,6.5106944E9,9788262000
URMILA-PC,09:00:51,5.174794,13877.536,1891.5918,4.04729856E9,5.4166856E9,7546030100
DESKTOP-Q00J1OI,09:00:58,30.095003,5597.3037,2.992997,6.9395661E8,6.4951378E9,20582403900
mahananda,09:01:02,15.76836,6206.1294,2299.2234,1.15451494E9,4.4657664E9,20586781500
DESKTOP-Q00J1OI,09:01:08,13.107568,2555.791,1.198121,6.8957389E8,6.4971571E9,20051547200
mahananda,09:01:12,15.829923,5307.675,102.04763,1.14139136E9,4.4726313E9,20078717200
DESKTOP-Q00J1OI,09:01:59,9.294362,2046.0999,0.599502,6.4881869E8,6.5347543E9,20044657300
URMILA-PC,09:02:01,8.878447,7116.1196,302.4351,4.03586662E9,5.4185533E9,20595839100
mahananda,09:01:53,7.335245,542.3337,0.599043,1.07884544E9,4.4574638E9,82174404600
URMILA-PC,09:02:11,5.177398,6372.444,208.67046,4.04257997E9,5.4100951E9,20117658500
mahananda,09:02:13,3.118997,271.97958,0.0,1.21639322E9,4.4671427E9,20459482700
URMILA-PC,09:02:51,8.414234,6646.722,500.10822,4.04796621E9,5.4080471E9,137223612000
DESKTOP-Q00J1OI,09:02:50,7.569702,3700.9258,0.0,8.106967E8,6.5481073E9,56449717000
URMILA-PC,09:03:01,8.300206,6268.5317,163.29402,4.04774912E9,5.4079447E9,20012994400
mahananda,09:02:54,7.304426,831.92993,1.997431,1.2166144E9,4.4601098E9,20601446100
mahananda,09:03:14,13.234398,901.8935,4.993873,1.21705677E9,4.460503E9,20068080300
DESKTOP-Q00J1OI,09:03:11,16.313799,1698.7144,0.0,7.4174054E8,6.643458E9,20651444100
URMILA-PC,09:03:31,4.834469,5498.2593,154.48929,4.09330893E9,5.4166733E9,26405072600
mahananda,09:03:54,7.127765,241.3556,25.531832,1.1770839E9,4.4722995E9,20063571000
DESKTOP-Q00J1OI,09:03:52,3.359453,1382.0985,0.0,7.7758874E8,6.5605632E9,50157355900
URMILA-PC,09:04:01,5.583393,9643.69,273.5813,4.08238899E9,5.4197166E9,20594716800
DESKTOP-Q00J1OI,09:04:03,11.272708,2375.6455,0.598802,7.7116211E8,6.5691771E9,21025110500
URMILA-PC,09:04:11,12.355902,12582.133,309.78168,4.04806451E9,5.4701629E9,20008763200
mahananda,09:04:14,4.682009,419.7406,8.985883,1.17436006E9,4.4609782E9,20068228200
DESKTOP-Q00J1OI,09:04:13,8.354577,1369.1246,0.399336,7.6465357E8,6.5690788E9,20822801200
DESKTOP-Q00J1OI,09:04:44,7.825474,1303.9287,0.599416,7.2290714E8,6.5921925E9,2378286400
mahananda,09:04:55,17.693027,10377.163,1219.2568,1.17849293E9,4.4497674E9,20018589600
URMILA-PC,09:05:01,7.027053,14020.715,413.26736,4.09519309E9,5.4108652E9,20894668100
URMILA-PC,09:05:11,6.805701,8614.449,283.45026,4.10125926E9,5.4082437E9,20013591500
mahananda,09:05:15,15.555647,5644.714,74.92452,1.17321728E9,4.4697641E9,20462391500
DESKTOP-Q00J1OI,09:05:16,6.617618,1720.9205,22.09626,7.0261965E8,6.6087813E9,20903462200
mahananda,09:05:15,15.555647,5644.714,74.92452,1.17321728E9,4.4697641E9,36205319800
mahananda,09:05:37,12.45182,357.71823,10.169247,1.17741568E9,4.4522742E9,2031624000
URMILA-PC,09:05:51,8.186054,11449.9,167.8871,4.04303872E9,5.4269747E9,18064849100
DESKTOP-Q00J1OI,09:05:46,11.181886,1574.5958,0.998982,6.9153587E8,6.614786E9,20645713500
URMILA-PC,09:05:51,8.186054,11449.9,167.8871,4.04303872E9,5.4269747E9,23223305900
mahananda,09:05:57,22.089552,7415.4287,182.68045,1.12901325E9,4.5420544E9,26811312900
URMILA-PC,09:06:01,11.875943,15277.267,287.26962,4.02233754E9,5.4572278E9,16459241800
mahananda,09:05:57,22.089552,7415.4287,182.68045,1.12901325E9,4.5420544E9,16479603100
URMILA-PC,09:06:01,11.875943,15277.267,287.26962,4.02233754E9,5.4572278E9,2010400000
mahananda,09:06:07,7.716475,5905.503,94.261185,1.09910016E9,4.5501235E9,2013788300
URMILA-PC,09:06:01,11.875943,15277.267,287.26962,4.02233754E9,5.4572278E9,2407643800
mahananda,09:06:07,7.716475,5905.503,94.261185,1.09910016E9,4.5501235E9,2408670400
DESKTOP-Q00J1OI,09:06:07,19.08192,4765.768,4.789316,6.8174643E8,6.6322596E9,2568427200
DESKTOP-Q00J1OI,09:06:07,19.08192,4765.768,4.789316,6.8174643E8,6.6322596E9,2013905900
DESKTOP-Q00J1OI,09:06:17,30.780418,11515.26,347.56876,6.4424755E8,6.6817597E9,6468490300
DESKTOP-Q00J1OI,09:06:17,30.780418,11515.26,347.56876,6.4424755E8,6.6817597E9,20449478600
mahananda,09:06:17,21.628801,9020.36,86.24664,1.17131264E9,4.5483254E9,45049316900
DESKTOP-Q00J1OI,09:06:17,30.780418,11515.26,347.56876,6.4424755E8,6.6817597E9,48642392700
URMILA-PC,09:06:21,7.089275,9171.109,289.82648,4.0938537E9,5.3918024E9,22892054600
URMILA-PC,09:06:21,7.089275,9171.109,289.82648,4.0938537E9,5.3918024E9,5942915700
mahananda,09:06:27,21.574493,5070.091,93.0915,1.15354829E9,4.5914767E9,7801595600
URMILA-PC,09:06:21,7.089275,9171.109,289.82648,4.0938537E9,5.3918024E9,53355627300
DESKTOP-Q00J1OI,09:06:27,31.107405,4918.906,88.779564,6.3759974E8,6.6749153E9,46253770300
mahananda,09:06:37,8.67967,3470.1587,60.29156,1.16362035E9,4.5571236E9,8599605800
DESKTOP-Q00J1OI,09:06:38,34.87602,10045.198,190.0783,5.4089318E8,6.8031693E9,38018173700
mahananda,09:06:37,8.67967,3470.1587,60.29156,1.16362035E9,4.5571236E9,38024030800
mahananda,09:06:37,8.67967,3470.1587,60.29156,1.16362035E9,4.5571236E9,38292661900
DESKTOP-Q00J1OI,09:06:38,34.87602,10045.198,190.0783,5.4089318E8,6.8031693E9,6611987500
mahananda,09:06:47,5.098968,9286.679,0.998997,1.01595546E9,4.5473669E9,6654469400
DESKTOP-Q00J1OI,09:06:38,34.87602,10045.198,190.0783,5.4089318E8,6.8031693E9,6654641700
URMILA-PC,09:06:41,14.477862,16606.115,560.3787,4.03398246E9,5.4671401E9,6612148700
mahananda,09:06:47,5.098968,9286.679,0.998997,1.01595546E9,4.5473669E9,6923343400
URMILA-PC,09:06:41,14.477862,16606.115,560.3787,4.03398246E9,5.4671401E9,6654821600
URMILA-PC,09:06:51,16.420965,19570.34,361.36255,4.01792614E9,5.5125484E9,24872526700
mahananda,09:06:57,8.98269,3119.3635,23.38024,1.1447255E9,4.5196657E9,6434681000
DESKTOP-Q00J1OI,09:06:48,18.064503,1398.432,0.199576,5.8404864E8,6.7516989E9,6436801800
URMILA-PC,09:06:51,16.420965,19570.34,361.36255,4.01792614E9,5.5125484E9,63318295200
DESKTOP-Q00J1OI,09:06:58,19.3929,3382.7422,86.813736,5.5289856E8,6.7978035E9,85840435600
DESKTOP-Q00J1OI,09:06:58,19.3929,3382.7422,86.813736,5.5289856E8,6.7978035E9,38642782800
URMILA-PC,09:07:01,15.600854,20226.639,473.88693,3.99771648E9,5.5380009E9,21497817200
DESKTOP-Q00J1OI,09:06:58,19.3929,3382.7422,86.813736,5.5289856E8,6.7978035E9,5292366400
URMILA-PC,09:07:01,15.600854,20226.639,473.88693,3.99771648E9,5.5380009E9,9194838300
URMILA-PC,09:07:11,5.047432,5236.8145,99.30925,4.01269146E9,5.5133594E9,74350660800
mahananda,09:07:18,7.397926,421.7976,0.998574,1.13041408E9,4.5453353E9,44663752300
DESKTOP-Q00J1OI,09:07:18,24.7476,2139.0232,86.838554,4.43629568E8,6.9487206E9,21304124900
URMILA-PC,09:07:21,6.242916,5622.212,161.87941,4.09703629E9,5.4155674E9,15636547000
mahananda,09:07:18,7.397926,421.7976,0.998574,1.13041408E9,4.5453353E9,14829426000
DESKTOP-Q00J1OI,09:07:18,24.7476,2139.0232,86.838554,4.43629568E8,6.9487206E9,15658181900
DESKTOP-Q00J1OI,09:07:18,24.7476,2139.0232,86.838554,4.43629568E8,6.9487206E9,14560385000
mahananda,09:07:18,7.397926,421.7976,0.998574,1.13041408E9,4.5453353E9,15759339600
URMILA-PC,09:07:21,6.242916,5622.212,161.87941,4.09703629E9,5.4155674E9,14668850800
URMILA-PC,09:07:31,7.312437,5082.1333,176.10759,4.06143795E9,5.4742917E9,20618709600
URMILA-PC,09:07:31,7.312437,5082.1333,176.10759,4.06143795E9,5.4742917E9,8988713600
mahananda,09:07:28,36.618076,7999.3193,99.78195,1.09572096E9,4.5915628E9,8997771300
DESKTOP-Q00J1OI,09:07:28,40.352417,11563.884,211.44063,5.09022208E8,7.008256E9,8991328800
mahananda,09:07:28,36.618076,7999.3193,99.78195,1.09572096E9,4.5915628E9,8990193700
DESKTOP-Q00J1OI,09:07:28,40.352417,11563.884,211.44063,5.09022208E8,7.008256E9,9084129100
URMILA-PC,09:07:31,7.312437,5082.1333,176.10759,4.06143795E9,5.4742917E9,8996137200
mahananda,09:07:38,3.267319,461.1271,21.768234,1.14902221E9,4.4952617E9,8852440500
URMILA-PC,09:07:41,6.931022,5347.7256,187.28532,4.04616397E9,5.4866166E9,8867683600
URMILA-PC,09:07:41,6.931022,5347.7256,187.28532,4.04616397E9,5.4866166E9,9239736300
DESKTOP-Q00J1OI,09:07:39,32.5204,4699.0034,697.9905,4.97119232E8,7.0768312E9,9232837700
mahananda,09:07:38,3.267319,461.1271,21.768234,1.14902221E9,4.4952617E9,9232591300
DESKTOP-Q00J1OI,09:07:39,32.5204,4699.0034,697.9905,4.97119232E8,7.0768312E9,8853644300
DESKTOP-Q00J1OI,09:07:49,25.70941,4085.1736,36.797962,7.6804915E8,7.1451402E9,20658052900
mahananda,09:07:48,8.998531,1620.7463,1.198777,1.1398144E9,4.5031793E9,25421197700
DESKTOP-Q00J1OI,09:07:49,25.70941,4085.1736,36.797962,7.6804915E8,7.1451402E9,1105020800
URMILA-PC,09:07:51,11.740998,14704.886,492.46127,4.05559296E9,5.4766223E9,169254500
mahananda,09:07:48,8.998531,1620.7463,1.198777,1.1398144E9,4.5031793E9,41671542500
mahananda,09:07:59,8.772438,1712.295,2.597111,1.1194368E9,4.5460603E9,2887380000
URMILA-PC,09:08:01,12.59734,13769.447,505.45667,4.04843315E9,5.4677135E9,7681765500
mahananda,09:07:59,8.772438,1712.295,2.597111,1.1194368E9,4.5460603E9,11017730900
URMILA-PC,09:08:01,12.59734,13769.447,505.45667,4.04843315E9,5.4677135E9,11134569400
URMILA-PC,09:08:01,12.59734,13769.447,505.45667,4.04843315E9,5.4677135E9,11019610900
mahananda,09:07:59,8.772438,1712.295,2.597111,1.1194368E9,4.5460603E9,9050887900
DESKTOP-Q00J1OI,09:07:59,28.973825,2190.6626,11.77561,6.7498803E8,7.241556E9,11020061300
DESKTOP-Q00J1OI,09:08:09,47.959343,17158.81,261.80652,5.7677414E8,7.326892E9,20524226100
DESKTOP-Q00J1OI,09:08:09,47.959343,17158.81,261.80652,5.7677414E8,7.326892E9,98521058700
DESKTOP-Q00J1OI,09:08:19,24.635391,1363.7375,1.197136,5.9980186E8,7.2929075E9,10959996600
mahananda,09:08:19,6.446866,2508.28,47.141365,1.06707354E9,4.6249656E9,10958940800
URMILA-PC,09:08:21,5.806586,5420.7363,196.86694,4.11733606E9,5.3863178E9,85871181800
mahananda,09:08:49,6.852184,4310.2764,75.69246,1.08768051E9,4.5862994E9,114912104200
URMILA-PC,09:09:01,6.115313,5422.0225,193.87207,4.10185318E9,5.4799483E9,31802196800
URMILA-PC,09:09:01,6.115313,5422.0225,193.87207,4.10185318E9,5.4799483E9,20299617100
mahananda,09:08:59,2.412938,1177.1876,7.78801,1.16888781E9,4.4557025E9,5057502100
URMILA-PC,09:09:01,6.115313,5422.0225,193.87207,4.10185318E9,5.4799483E9,5057310300
mahananda,09:08:59,2.412938,1177.1876,7.78801,1.16888781E9,4.4557025E9,5056014300
DESKTOP-Q00J1OI,09:09:00,21.923286,1711.9893,7.388732,5.7217843E8,7.2928788E9,5057712800
DESKTOP-Q00J1OI,09:09:00,21.923286,1711.9893,7.388732,5.7217843E8,7.2928788E9,5056046000
URMILA-PC,09:09:01,6.115313,5422.0225,193.87207,4.10185318E9,5.4799483E9,5057701200
mahananda,09:09:09,8.92253,1032.1678,0.999001,1.17177139E9,4.5379707E9,29338287700
mahananda,09:09:09,8.92253,1032.1678,0.999001,1.17177139E9,4.5379707E9,22343148200
URMILA-PC,09:09:11,27.50885,85876.82,28367.443,3.87914957E9,5.5759135E9,22847033400
URMILA-PC,09:09:11,27.50885,85876.82,28367.443,3.87914957E9,5.5759135E9,22850022300
DESKTOP-Q00J1OI,09:09:10,40.436485,5368.754,10.76302,5.31677184E8,7.3326756E9,23122711000
DESKTOP-Q00J1OI,09:09:10,40.436485,5368.754,10.76302,5.31677184E8,7.3326756E9,30120261600
DESKTOP-Q00J1OI,09:09:10,40.436485,5368.754,10.76302,5.31677184E8,7.3326756E9,132874300
URMILA-PC,09:09:11,27.50885,85876.82,28367.443,3.87914957E9,5.5759135E9,8973668100
mahananda,09:09:09,8.92253,1032.1678,0.999001,1.17177139E9,4.5379707E9,134302300
URMILA-PC,09:09:11,27.50885,85876.82,28367.443,3.87914957E9,5.5759135E9,134341000
DESKTOP-Q00J1OI,09:09:20,47.36664,15101.51,357.1074,4.53210112E8,7.3909002E9,4919799800
DESKTOP-Q00J1OI,09:09:20,47.36664,15101.51,357.1074,4.53210112E8,7.3909002E9,37455441600
DESKTOP-Q00J1OI,09:09:30,38.842648,3569.9507,0.79771,4.49671168E8,7.3986949E9,8414239100
mahananda,09:09:30,9.558689,3914.937,42.477795,1.18847488E9,4.5218611E9,49240195300
URMILA-PC,09:09:31,23.760216,158716.0,62296.043,3.92805171E9,5.4989292E9,20920366200
mahananda,09:09:40,16.611387,5994.452,33.149414,1.16947763E9,4.547625E9,21481695900
URMILA-PC,09:09:41,8.263826,9062.346,201.26555,3.94886758E9,5.5001252E9,8118213000
mahananda,09:09:40,16.611387,5994.452,33.149414,1.16947763E9,4.547625E9,9557280400
DESKTOP-Q00J1OI,09:09:40,38.510742,5046.104,87.83124,4.73513984E8,7.3732465E9,3924148100
URMILA-PC,09:09:41,8.263826,9062.346,201.26555,3.94886758E9,5.5001252E9,4210761400
mahananda,09:09:50,7.522907,2874.6775,4.595009,1.16186726E9,4.5446513E9,4364443200
DESKTOP-Q00J1OI,09:09:50,39.2476,6741.472,167.26091,4.09870336E8,7.4370458E9,4363466100
URMILA-PC,09:09:51,13.271936,19047.965,376.30298,3.89831475E9,5.5634862E9,4363526800
mahananda,09:09:50,7.522907,2874.6775,4.595009,1.16186726E9,4.5446513E9,4647569700
URMILA-PC,09:09:51,13.271936,19047.965,376.30298,3.89831475E9,5.5634862E9,4538700200
DESKTOP-Q00J1OI,09:10:01,49.801826,10106.992,160.46962,3.5475456E8,7.4965975E9,4991221000
URMILA-PC,09:10:01,14.277641,16018.044,420.4809,3.91748403E9,5.560361E9,11299700
mahananda,09:10:10,2.558091,544.583,9.778149,9.5372493E8,4.6430822E9,2272205200
DESKTOP-Q00J1OI,09:10:11,29.233032,2048.272,9.977942,3.82181376E8,7.4798735E9,2094658000
mahananda,09:10:10,2.558091,544.583,9.778149,9.5372493E8,4.6430822E9,72105871200
DESKTOP-Q00J1OI,09:10:11,29.233032,2048.272,9.977942,3.82181376E8,7.4798735E9,77047756200
URMILA-PC,09:10:11,11.905346,16738.215,416.8766,3.90742016E9,5.5711908E9,3124441300
mahananda,09:10:10,2.558091,544.583,9.778149,9.5372493E8,4.6430822E9,3128360600
DESKTOP-Q00J1OI,09:10:11,29.233032,2048.272,9.977942,3.82181376E8,7.4798735E9,3123058700
DESKTOP-Q00J1OI,09:10:21,40.691208,9107.523,242.21817,3.68099328E8,7.4700022E9,2945809500
mahananda,09:10:21,2.703024,3130.3523,10.38657,1.07821056E9,4.6137836E9,2945726500
DESKTOP-Q00J1OI,09:10:21,40.691208,9107.523,242.21817,3.68099328E8,7.4700022E9,45060852900
mahananda,09:10:21,2.703024,3130.3523,10.38657,1.07821056E9,4.6137836E9,46061126700
URMILA-PC,09:10:21,9.424565,9901.776,338.61453,3.89217894E9,5.579137E9,3113275200
mahananda,09:10:31,0.605479,111.046326,1.198342,1.07819008E9,4.6160282E9,6735800
DESKTOP-Q00J1OI,09:10:31,25.583984,2443.1145,4.388351,3.97180928E8,7.4382254E9,1506258100
URMILA-PC,09:10:31,10.990267,8422.581,345.7939,3.9640023E9,5.5055524E9,790267200
DESKTOP-Q00J1OI,09:10:31,25.583984,2443.1145,4.388351,3.97180928E8,7.4382254E9,4995612700
mahananda,09:10:41,1.883113,823.8573,0.0,1.08582502E9,4.5874627E9,2239212100
URMILA-PC,09:10:51,6.312761,9683.901,295.00204,3.93166029E9,5.511467E9,37927384000
mahananda,09:10:51,0.415172,72.92401,0.0,1.08643123E9,4.5920174E9,39109017700
URMILA-PC,09:11:01,6.312282,9861.497,276.612,3.94412442E9,5.484159E9,6103854700
URMILA-PC,09:11:11,4.010777,4564.582,55.96055,3.94694246E9,5.4896681E9,8267719400
DESKTOP-Q00J1OI,09:11:03,23.0404,2553.2292,0.79857,4.23899136E8,7.4143867E9,8270018400
mahananda,09:11:11,1.524842,289.05737,0.59929,1.07957043E9,4.598571E9,8270176600
DESKTOP-Q00J1OI,09:11:13,21.34183,1183.4578,0.199571,4.30235648E8,7.393919E9,848282700
mahananda,09:11:11,1.524842,289.05737,0.59929,1.07957043E9,4.598571E9,829552500
mahananda,09:11:21,0.902247,247.70026,0.0,1.18720512E9,4.5989192E9,3960371200
URMILA-PC,09:11:21,8.617683,12160.42,407.30594,3.92985395E9,5.6006042E9,1125394400
DESKTOP-Q00J1OI,09:11:23,24.419191,1624.6937,0.0,4.17595392E8,7.4009231E9,4833689200
mahananda,09:11:31,5.712953,1807.9159,1.598511,1.18733619E9,4.6071726E9,4758227300
URMILA-PC,09:11:31,8.000132,12419.317,449.86374,3.91668531E9,5.547049E9,2838421000
mahananda,09:11:41,0.314595,187.84482,0.0,1.1863081E9,4.5994803E9,3937480300
DESKTOP-Q00J1OI,09:11:33,27.527714,3757.4104,0.399003,4.05573632E8,7.4010993E9,4047532400
DESKTOP-Q00J1OI,09:11:43,32.719543,2592.2537,2.39746,3.8766592E8,7.4112696E9,27239363000
mahananda,09:11:41,0.314595,187.84482,0.0,1.1863081E9,4.5994803E9,4800529500
URMILA-PC,09:11:51,8.317536,10185.069,531.5443,3.9197655E9,5.521154E9,2908287500
DESKTOP-Q00J1OI,09:11:54,41.38102,12374.127,286.60617,3.53169408E8,7.4855711E9,14206691600
mahananda,09:11:52,16.998678,3887.447,54.71902,1.11740928E9,4.4862996E9,3147591900
mahananda,09:12:02,12.373764,3811.1782,36.951313,1.22933658E9,4.4608102E9,3665665100
DESKTOP-Q00J1OI,09:11:54,41.38102,12374.127,286.60617,3.53169408E8,7.4855711E9,3770416400
DESKTOP-Q00J1OI,09:12:04,45.228516,8492.058,151.1945,3.29900032E8,7.5082875E9,4725190900
URMILA-PC,09:12:01,12.990167,16457.37,586.7853,3.8846464E9,5.5719404E9,4728828400
mahananda,09:12:02,12.373764,3811.1782,36.951313,1.22933658E9,4.4608102E9,4714482700
URMILA-PC,09:12:01,12.990167,16457.37,586.7853,3.8846464E9,5.5719404E9,4714725500
DESKTOP-Q00J1OI,09:12:04,45.228516,8492.058,151.1945,3.29900032E8,7.5082875E9,20015933500
URMILA-PC,09:12:11,10.493519,16780.098,449.2813,3.88530995E9,5.5894671E9,20966699700
URMILA-PC,09:12:11,10.493519,16780.098,449.2813,3.88530995E9,5.5894671E9,28497313500
DESKTOP-Q00J1OI,09:12:04,45.228516,8492.058,151.1945,3.29900032E8,7.5082875E9,28548979600
DESKTOP-Q00J1OI,09:12:04,45.228516,8492.058,151.1945,3.29900032E8,7.5082875E9,21011157100
DESKTOP-Q00J1OI,09:12:04,45.228516,8492.058,151.1945,3.29900032E8,7.5082875E9,3083852600
mahananda,09:12:12,6.332764,724.9878,72.99877,1.26610637E9,4.4228772E9,3083934800
URMILA-PC,09:12:11,10.493519,16780.098,449.2813,3.88530995E9,5.5894671E9,59639053100
URMILA-PC,09:12:11,10.493519,16780.098,449.2813,3.88530995E9,5.5894671E9,3949941800
DESKTOP-Q00J1OI,09:12:14,50.96706,13468.978,359.5698,2.93359616E8,7.5609498E9,804000400
mahananda,09:12:22,4.669672,400.15256,3.987569,1.26828954E9,4.4227789E9,804273200
mahananda,09:12:22,4.669672,400.15256,3.987569,1.26828954E9,4.4227789E9,804335600
URMILA-PC,09:12:21,13.128528,18331.668,740.83905,3.89016371E9,5.5889756E9,804801200
URMILA-PC,09:12:21,13.128528,18331.668,740.83905,3.89016371E9,5.5889756E9,4903144500
mahananda,09:12:22,4.669672,400.15256,3.987569,1.26828954E9,4.4227789E9,37897492200
DESKTOP-Q00J1OI,09:12:24,39.961796,5612.234,48.303894,3.3726464E8,7.5068948E9,1118260800
mahananda,09:12:32,0.365702,45.86625,1.395929,1.2808233E9,4.4022866E9,3366574100
URMILA-PC,09:12:31,6.818281,11187.487,334.18158,3.88631757E9,5.6110572E9,3363246200
DESKTOP-Q00J1OI,09:12:34,42.993774,6769.7803,138.15063,3.13970688E8,7.5333632E9,21175531900
URMILA-PC,09:12:41,5.097313,8283.789,224.06447,3.91336346E9,5.5727718E9,45577821900
URMILA-PC,09:12:41,5.097313,8283.789,224.06447,3.91336346E9,5.5727718E9,63224331700
URMILA-PC,09:12:41,5.097313,8283.789,224.06447,3.91336346E9,5.5727718E9,9277131900
DESKTOP-Q00J1OI,09:12:44,53.734386,11683.724,155.19179,4.83659776E8,7.56813E9,9275601800
DESKTOP-Q00J1OI,09:12:55,36.070477,6413.9473,232.99466,5.6209818E8,7.5541217E9,4956194600
URMILA-PC,09:12:51,5.330223,9641.628,234.65952,3.95775181E9,5.5374438E9,4956316000
mahananda,09:12:52,8.519342,322.31485,0.199823,1.27840666E9,4.4049203E9,20999870800
mahananda,09:12:52,8.519342,322.31485,0.199823,1.27840666E9,4.4049203E9,20626312600
DESKTOP-Q00J1OI,09:13:15,27.225803,4158.6255,91.25573,5.452759E8,7.5479163E9,8270593000
mahananda,09:13:12,8.0004,516.5879,0.199763,1.26564762E9,4.4264489E9,8270496400
mahananda,09:13:23,18.78646,2377.6277,28.359776,1.25290906E9,4.4381553E9,20115877100
DESKTOP-Q00J1OI,09:13:26,28.531027,2623.553,2.593626,5.5669555E8,7.5246223E9,9007272500
URMILA-PC,09:13:21,5.211919,10240.623,317.20865,3.99292416E9,5.5120937E9,9008200000
mahananda,09:13:23,18.78646,2377.6277,28.359776,1.25290906E9,4.4381553E9,9006353100
URMILA-PC,09:13:21,5.211919,10240.623,317.20865,3.99292416E9,5.5120937E9,21088766600
DESKTOP-Q00J1OI,09:13:26,28.531027,2623.553,2.593626,5.5669555E8,7.5246223E9,11899621400
URMILA-PC,09:13:31,13.298934,22023.893,777.6877,3.92798208E9,5.5956439E9,11899467900
DESKTOP-Q00J1OI,09:13:36,27.282425,3626.458,103.151344,5.21859072E8,7.5579843E9,67591556500
URMILA-PC,09:13:51,7.442258,7348.7495,218.85555,4.4407931E9,5.0763776E9,5888445200
DESKTOP-Q00J1OI,09:13:57,29.027084,1746.3115,0.199693,5.30870272E8,7.5191173E9,5887511800
mahananda,09:13:53,6.754155,5108.0117,75.977066,1.29282048E9,4.4098642E9,5887467400
mahananda,09:14:03,6.051047,5364.7695,142.1515,1.28191693E9,4.4157583E9,7594720300
DESKTOP-Q00J1OI,09:14:07,40.37697,8251.292,142.23265,4.71568384E8,7.5579924E9,7716758900
mahananda,09:14:03,6.051047,5364.7695,142.1515,1.28191693E9,4.4157583E9,144140087700
mahananda,09:14:03,6.051047,5364.7695,142.1515,1.28191693E9,4.4157583E9,41426621800
URMILA-PC,09:14:11,21.361116,7112.9946,1362.4243,4.4115067E9,5.075542E9,20438459600
URMILA-PC,09:14:21,32.851624,12856.54,1131.3435,4.3749949E9,5.1182961E9,12498416100
DESKTOP-Q00J1OI,09:14:17,40.846615,2607.8643,2.789373,4.552704E8,7.5694531E9,4689704800
DESKTOP-Q00J1OI,09:14:27,40.68198,10701.104,284.35297,3.94706944E8,7.6431974E9,2704759400
mahananda,09:14:23,14.019258,5038.962,62.317905,1.30628813E9,4.4019098E9,10062777300
URMILA-PC,09:14:31,10.591425,5990.613,634.0838,4.3841208E9,5.1076833E9,10062768300
mahananda,09:14:23,14.019258,5038.962,62.317905,1.30628813E9,4.4019098E9,2985845300
URMILA-PC,09:14:31,10.591425,5990.613,634.0838,4.3841208E9,5.1076833E9,2940033600
DESKTOP-Q00J1OI,09:14:37,29.543488,4667.5986,28.503506,4.0071168E8,7.6255478E9,2930746800
URMILA-PC,09:14:41,17.436205,17900.78,1012.95374,4.4005908E9,5.1012977E9,1461857800
mahananda,09:14:33,3.236503,1364.5223,39.522446,1.33356339E9,4.3698381E9,4773408000
URMILA-PC,09:14:51,18.535267,13633.619,1149.9413,4.403925E9,5.0891284E9,6454872300
mahananda,09:14:43,14.089129,4424.078,1172.19,1.65086413E9,4.03973325E9,6455102700
DESKTOP-Q00J1OI,09:14:47,32.68594,5632.553,154.36852,3.88452352E8,7.645397E9,6455337500
